#pose_pure.x;pose_pure.y;pose_pure.z;pose_pure.yaw;pose_pure.pitch;pose_pure.roll;imu_pure.dtheta;imu_pure.dphi;imu_pure.dpsi;loch_doppler_pure.vx;loch_doppler_pure.vy;loch_doppler_pure.vz;imu_pure.ddx;imu_pure.ddy;imu_pure.ddz;Transponder;pose_noisy.x;pose_noisy.y;pose_noisy.z;pose_noisy.yaw;pose_noisy.pitch;pose_noisy.roll;imu_noisy.dtheta;imu_noisy.dphi;imu_noisy.dpsi;loch_doppler_noisy.vx;loch_doppler_noisy.vy;loch_doppler_noisy.vz;imu_noisy.ddx;imu_noisy.ddy;imu_noisy.ddz;Transponder
2.861666679382324;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.10000704973936081;0.0;0.0;0.0;0.0;9.8100004196167;2.861666666666604;2.8394794913650108;0.02616609920900916;0.03275784702930822;0.00012051281691281837;-0.00010726563722120452;0.00015993703690745783;-0.00016752207011450082;-0.00024233802105300128;5.7407338317716494e-05;0.09999274462461472;0.0;0.0;0.09018444269895554;0.10739932209253311;9.74045467376709;2.861666666666604
2.871666669845581;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.10000704973936081;0.0;0.0;0.0;0.0;9.8100004196167;2.871666666666603;2.8838336048079083;0.02223445859127433;0.23012877351846484;-0.00020776632115743966;-0.0007992760194266323;-0.0002820517090475383;-0.000273634068435058;-5.265909931040369e-05;-9.948163642548025e-05;0.10000704973936081;0.0;0.0;-0.05073752626776695;-0.13383124768733978;9.962425231933594;2.871666666666603
2.881666660308838;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999274462461472;0.0;0.0;-0.0001430511474609375;0.0;9.8100004196167;2.881666666666602;2.822335108358244;0.043166574453651144;0.024075540682750925;-0.0007132122838763508;0.0004858226904678984;-5.3539159574986766e-05;2.2099473426351324e-05;0.0002953302173409611;0.00036450213519856334;0.10000704973936081;0.0;0.0;0.05549520254135132;-0.07903331518173218;9.7646484375;2.881666666666602
2.8916666507720947;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999274462461472;0.0;0.0;0.0;0.0;9.8100004196167;2.891666666666601;2.701406814733915;-0.14774408030128483;0.0527554496291067;-2.913051248202418e-06;-0.00045426734863432985;-7.885857137518398e-05;-4.353051190264523e-05;-0.0002007870061788708;0.00012805231381207705;0.09999274462461472;0.0;0.0;0.1311037838459015;0.05124709755182266;9.79183292388916;2.891666666666601
2.9016666412353516;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999274462461472;0.0;0.0;0.0;0.0;9.8100004196167;2.9016666666666;2.8508049893137173;0.31721428660928835;0.025810416909134572;0.0003101821653446101;0.0004851773823020036;0.0007363280413602242;3.8022000808268785e-05;-0.00014070536417420954;0.0001910372666316107;0.09999274462461472;0.0;0.0;-0.10612346976995468;-0.07650423794984818;9.817028045654297;2.9016666666666
2.9116666316986084;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999274462461472;0.0;0.0;0.0;0.0;9.8100004196167;2.9116666666665987;2.9335075795765704;0.004628283584416655;-0.2167272972297006;-0.00043472578602566346;0.00080627435673582;-0.0005273130272546717;-2.97402948490344e-05;-0.0001574036868987605;-5.248697107163025e-06;0.09999274462461472;0.0;0.0;-0.024459954351186752;0.01033350545912981;9.753026962280273;2.9116666666665987
2.9216666221618652;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999274462461472;0.0;0.0;0.0;0.0;9.8100004196167;2.9216666666665976;2.7563115395067923;-0.3135117761879803;0.17939274480283632;0.00015740209674917097;-6.04333809280141e-05;-0.0002992019463573992;-6.0151713114464656e-05;0.0002283903886564076;5.765325477113947e-05;0.09999274462461472;0.0;0.0;-0.12112520635128021;0.00902764406055212;9.801586151123047;2.9216666666665976
2.931666612625122;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999274462461472;0.0;0.0;0.0;0.0;9.8100004196167;2.9316666666665965;3.097411455737996;0.04323946066676663;-0.12935951713826618;-2.0237609242133996e-05;-0.00014858682901716284;-0.00024887871695688705;0.00014610221842303872;-0.0002188576472690329;-1.3415880857792217e-05;0.10000704973936081;0.0;0.0;0.004157953429967165;-0.0556887611746788;9.74513053894043;2.9316666666665965
2.941666603088379;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999274462461472;0.0;0.0;0.0;0.0;9.8100004196167;2.9416666666665954;3.0552897091938913;-0.03090938007073377;0.08342987238172382;-0.0003251841528193926;-0.00040814224840414167;0.00023143869089236628;0.00017061176185961813;-5.237494042376056e-05;-0.00015763803094159812;0.09999274462461472;0.0;0.0;0.0028109184931963682;0.18471330404281616;9.628950119018555;2.9416666666665954
2.9516665935516357;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.09999274462461472;0.0;0.0;0.0;0.0;9.8100004196167;2.9516666666665943;2.7295715908361142;-0.2084215851351871;0.2207238593033013;0.00021265134651439664;-0.00020306386356596845;-0.00015341858088518446;0.0002584878238849342;-7.316303526749834e-05;-0.00023995299125090241;0.09999274462461472;0.0;0.0;-0.11354855448007584;0.14731329679489136;9.871439933776855;2.9516666666665943
