#melhor.pose.x;melhor.pose.y;melhor.pose.z;melhor.ypr.x;melhor.ypr.y;melhor.ypr.z;pior.pose.x;pior.pose.y;pior.pose.z;pior.ypr.x;pior.ypr.y;pior.ypr.z;media.pose.x;media.pose.y;media.pose.z;media.ypr.x;media.ypr.y;media.ypr.z;
-19.8742;34.5905;-21.7266;-0.0989787;-0.0538506;1.82949;-13.3391;31.825;-41.4972;-0.0321574;-0.0571784;1.64879;-21.3686;34.3971;-21.8567;-0.0476838;-0.0903156;1.85069;
-20.529;36.4487;-21.6261;-0.132227;-0.0947532;1.86161;-13.4296;33.8155;-41.498;-0.0403467;-0.0542887;1.63766;-21.9358;36.3136;-21.7558;-0.0527497;-0.0906909;1.85071;
-20.9832;38.5023;-21.6319;-0.103497;-0.0414965;1.84035;-13.6458;35.8656;-41.4875;-0.0458466;-0.048862;1.64438;-22.3556;38.2399;-21.7892;-0.0509764;-0.0905289;1.84976;
-21.601;40.4072;-21.567;-0.0873627;-0.0512571;1.85079;-13.7643;37.7366;-41.563;-0.0459161;-0.0398576;1.63629;-22.7021;40.1981;-21.628;-0.0498698;-0.0893208;1.84754;
-22.2094;42.3138;-21.4902;-0.0903233;-0.059611;1.85119;-14.1857;40.1823;-41.3705;-0.0273985;-0.0667762;1.67914;-23.2512;42.1049;-20.9284;-0.0521368;-0.0947189;1.84649;
-22.9297;44.0561;-21.2228;-0.129834;-0.0810499;1.93785;-14.5811;41.3179;-40.56;-0.0281627;-0.104312;1.76368;-23.9494;43.964;-20.8176;-0.0542496;-0.094687;1.92588;
-23.7488;46.1661;-21.5045;-0.0993527;-0.0489638;2.04969;-15.1227;43.3388;-40.4547;-0.0325878;-0.108143;1.88719;-24.8618;45.6945;-20.802;-0.0555202;-0.094393;2.05801;
-25.1419;47.4864;-21.0555;-0.130806;-0.0726797;2.22865;-15.9743;45.092;-40.2705;-0.0361819;-0.107799;2.04938;-25.8922;47.3369;-20.6053;-0.058652;-0.0957541;2.20437;
-26.556;48.8852;-21.1059;-0.138996;-0.103538;2.3606;-17.1415;46.6039;-40.1541;-0.0292041;-0.106672;2.2005;-27.073;48.8044;-20.3672;-0.062258;-0.0930866;2.35293;
-28.2369;50.1442;-21.0204;-0.142657;-0.0639924;2.54454;-18.7128;48.475;-39.4198;0.0793664;-0.126206;2.36366;-28.8212;50.0048;-19.8612;-0.0657796;-0.0967406;2.5106;
-30.008;50.9828;-21.07;-0.144295;-0.0586314;2.7132;-20.3228;49.7867;-39.3227;0.0743526;-0.12527;2.52608;-30.4074;51.0177;-19.5414;-0.0657429;-0.0942295;2.67263;
-31.5489;52.6549;-21.405;-0.0434005;-0.0512964;2.86074;-41.335;48.5528;-33.1659;0.0392193;-0.0724927;2.90548;-32.3361;51.6084;-19.4321;-0.0680147;-0.0954808;2.82503;
-33.5911;52.8941;-21.4693;-0.03917;-0.0399545;3.01876;-29.6733;51.389;-47.786;0.000157245;-0.0232543;2.86921;-34.4343;52.033;-18.8545;-0.0696984;-0.0926325;2.97713;
-35.6319;52.945;-21.4379;-0.0620422;-0.0555746;-3.11624;-31.7023;51.6711;-47.8474;1.61842e-05;-0.0228428;-3.26096;-36.4524;52.0519;-18.8726;-0.0720771;-0.0929504;-3.15667;
-37.4151;53.0296;-22.3319;-0.0658871;-0.0128634;-2.98119;-33.7713;51.8183;-47.9935;-0.0133349;-0.0122128;-3.11287;-38.4704;51.8204;-19.0019;-0.0715762;-0.0941484;-3.00605;
-39.4279;52.3898;-22.4987;-0.0668062;-0.0170095;-2.82822;-35.7324;51.6283;-48.1318;-0.00564943;-0.017236;-2.96336;-40.3775;51.3778;-18.9865;-0.0677967;-0.091628;-2.8566;
-41.5073;51.2718;-21.4884;-0.0456836;-0.0259451;-2.6789;-37.6599;51.0039;-48.2578;-0.0114521;-0.0140354;-2.82739;-42.0571;50.6385;-18.8589;-0.0675194;-0.0902583;-2.70627;
-43.0153;50.1363;-21.625;-0.0459841;-0.0403948;-2.52736;-44.8143;46.2519;-51.7036;-0.0941612;0.0592013;-2.5678;-43.8718;49.5112;-19.0394;-0.0627961;-0.0895639;-2.55335;
-45.1223;49.373;-20.9077;-0.0766544;-0.0424072;-2.3545;-46.2005;44.6098;-50.4601;-0.0982411;0.0130628;-2.41089;-45.2069;48.2668;-18.9307;-0.0631821;-0.0875923;-2.40396;
-46.4701;48.035;-20.913;-0.0652715;-0.0316025;-2.21677;-47.4359;43.0766;-50.6016;-0.0894364;0.0248456;-2.26433;-46.3937;46.7951;-18.8462;-0.0646386;-0.0877385;-2.25752;
-47.6049;46.1884;-20.7961;-0.0637119;-0.0373871;-2.07343;-48.5259;41.5096;-50.8583;-0.105974;0.017451;-2.11082;-47.3853;45.1477;-18.6958;-0.0675198;-0.0863815;-2.10989;
-48.2936;44.3768;-20.8305;-0.0801645;-0.0453724;-1.91658;-49.2302;39.6174;-50.8172;-0.0843722;0.0137103;-1.94967;-48.153;43.3212;-18.416;-0.0620984;-0.0859384;-1.94848;
-48.9371;42.5444;-20.8335;-0.0416241;-0.0321295;-1.93446;-50.2124;37.7912;-51.0084;-0.0887123;0.0176711;-1.97941;-48.8656;41.6132;-18.1602;-0.0640534;-0.0860463;-1.97903;
-49.1288;41.2565;-21.7449;-0.174036;-0.0418913;-2.1654;-53.6709;37.2785;-2.515;-0.123504;-0.250307;-1.99149;-49.8028;39.8495;-18.2907;-0.0644429;-0.0861509;-2.09948;
-50.9937;38.4024;-30.9286;0.0175593;-0.0136031;-2.34381;-54.8089;35.5809;-2.10988;-0.122172;-0.244527;-2.16197;-51.1415;38.2829;-18.1449;-0.0626779;-0.0849761;-2.26295;
-52.1934;37.1943;-30.8845;0.0383435;-0.0505584;-2.45562;-56.0658;34.2131;-1.6393;-0.147053;-0.260553;-2.30879;-52.6613;36.9286;-17.9375;-0.0634323;-0.0856353;-2.41311;
-53.6952;36.0718;-31.1471;0.0252691;-0.0192672;-2.60473;-57.4856;33.0436;-1.42394;-0.137449;-0.262961;-2.43208;-54.3417;35.719;-17.9326;-0.0629795;-0.0850681;-2.52269;
-55.3441;34.9155;-31.1785;0.0370532;-0.0545514;-2.65995;-56.4749;35.0114;-51.0206;-0.0798408;0.0497639;-2.71728;-56.1446;34.6402;-18.1837;-0.0620041;-0.0835588;-2.62183;
-57.0875;34.0365;-31.258;0.0326776;-0.0440505;-2.77035;-64.007;26.3929;-38.7055;0.0985418;-0.0131045;-2.58078;-57.9493;33.9351;-18.2133;-0.0610594;-0.0813984;-2.72263;
-59.0371;33.3137;-31.2183;0.0397658;-0.0515028;-2.8624;-65.5968;25.5655;-38.631;0.104673;0.0128961;-2.67941;-59.7476;33.3893;-18.1919;-0.0599888;-0.0823371;-2.8216;
-60.946;32.9151;-31.2357;0.0363821;-0.0391474;-2.9703;-67.2792;24.7435;-38.7182;0.106061;-0.0172044;-2.76894;-61.6915;33.0471;-18.2617;-0.0619679;-0.0833617;-2.92291;
-62.9453;32.6581;-31.3093;0.0393153;-0.0310806;-3.07247;-69.1744;24.1372;-38.8434;0.108226;-0.0121801;-2.8711;-63.6664;32.7641;-18.202;-0.0625034;-0.0829381;-3.02338;
-64.6934;32.1094;-21.6665;-0.0904892;-0.0319613;-3.123;-71.2335;23.8922;-38.9469;0.0967334;-0.00492235;-2.97368;-65.6565;32.7076;-18.3025;-0.064784;-0.082449;-3.12359;
-66.6688;32.2837;-21.7012;-0.0903272;-0.0337977;3.05152;-73.0016;23.5343;-39.0619;0.089777;-0.0102929;3.21841;-67.6325;32.9722;-18.2107;-0.0664952;-0.0824967;3.05015;
-68.6525;32.5757;-21.7597;-0.0903246;-0.0229208;2.9674;-74.491;25.4559;-31.1028;0.0991906;-0.0397151;3.09565;-69.6177;33.3809;-17.8923;-0.0680122;-0.0823684;2.96218;
-70.42;32.3;-31.8985;0.0332532;-0.0196285;2.84543;-76.48;25.6815;-31.1434;0.0951104;-0.0413953;2.98904;-71.4683;34.1444;-17.9304;-0.0685562;-0.0833447;2.84841;
-72.4044;33.0404;-31.9212;0.0314185;-0.0171563;2.76611;-78.3614;26.1402;-31.1258;0.0948308;-0.0520265;2.89755;-73.3485;34.9307;-17.6267;-0.0650414;-0.0835356;2.75803;
-74.2071;34.0294;-32.0511;0.0381272;-0.01214;2.66003;-80.4;26.9722;-31.0743;0.107072;-0.0512797;2.79343;-75.0065;35.9283;-17.7867;-0.0673996;-0.0834267;2.64691;
-75.7921;34.9699;-32.3083;0.0234993;-0.0222364;2.56729;-82.1871;27.7829;-31.1564;0.111145;-0.0539516;2.67784;-76.6181;37.1818;-17.9009;-0.0681954;-0.0795482;2.54394;
-77.3421;36.1173;-32.2748;0.0178499;-0.0324245;2.46553;-83.8996;28.6876;-31.1285;0.120242;-0.0521483;2.57779;-78.1324;38.3897;-17.6909;-0.0676232;-0.0807772;2.44538;
-79.6105;38.2588;-21.6352;-0.0402836;-0.0570753;2.42169;-85.4414;30.0172;-31.107;0.13871;-0.0529158;2.47733;-79.4953;39.9246;-17.5063;-0.0695632;-0.0788143;2.34432;
-80.814;39.7389;-21.7201;-0.0439724;-0.045003;2.30794;-86.9149;31.3818;-31.0276;0.130523;-0.0553497;2.38046;-80.7206;41.4753;-17.8417;-0.0683679;-0.0752202;2.24473;
-82.079;41.2293;-21.6116;-0.0736716;-0.0469218;2.23233;-84.5298;39.0697;-7.86657;-0.0637985;-0.167941;2.24215;-81.7384;43.1472;-17.6155;-0.0684844;-0.0745853;2.14453;
-83.0981;43.0056;-21.8792;-0.050238;-0.0374202;2.11878;-85.5044;40.7374;-7.59626;-0.0677237;-0.167929;2.13549;-82.7079;44.9334;-17.5627;-0.0712306;-0.0748645;2.04588;
-84.065;44.7758;-21.8422;-0.071848;-0.0582154;2.02844;-86.3496;42.4724;-7.23956;-0.0779907;-0.168671;2.04022;-83.3729;46.8686;-17.559;-0.074548;-0.0744687;1.9445;
-84.764;46.6306;-21.6941;-0.043934;-0.0410908;1.93996;-80.9177;54.4721;-2.77946;-0.107438;-0.228217;1.73877;-83.9551;48.6226;-17.5567;-0.0738384;-0.0745709;1.84847;
-85.2536;48.5339;-21.9938;-0.0443688;-0.0310462;1.83082;-87.5703;46.1912;-6.70671;-0.0492204;-0.161561;1.83614;-84.3238;50.3491;-17.5962;-0.0711434;-0.0721085;1.74574;
-85.5749;50.4277;-21.7467;-0.0899604;-0.073196;1.73876;-80.5246;58.332;-2.30251;-0.107718;-0.214856;1.53562;-84.4132;52.3631;-17.6788;-0.0748046;-0.0706239;1.65401;
-85.7184;52.2801;-21.5788;-0.104915;-0.067813;1.63797;-80.2524;60.2633;-2.20151;-0.0858587;-0.215269;1.41252;-84.5569;54.0164;-17.6999;-0.069413;-0.0726721;1.56054;
-85.5459;54.5945;-21.9387;-0.0498692;-0.0480122;1.54916;-79.8631;62.0994;-1.78645;-0.0893334;-0.220727;1.30375;-84.3242;55.9588;-17.9124;-0.0673669;-0.0709983;1.45135;
-85.2052;56.3712;-21.9325;-0.0474677;-0.0391536;1.43374;-79.132;63.8248;-1.4392;-0.0840672;-0.220213;1.23611;-83.8874;57.9794;-17.7754;-0.0690093;-0.0700091;1.38958;
-84.9678;58.4172;-21.9658;-0.050213;-0.0336388;1.43207;-78.4133;65.8597;-1.13446;-0.0882611;-0.216823;1.23065;-83.6459;59.7997;-17.8927;-0.0688806;-0.0672972;1.39178;
-84.7919;60.4403;-21.8228;-0.019575;-0.0618318;1.54808;-87.1123;57.8966;-5.50165;-0.0756545;-0.154579;1.54636;-83.3678;61.8498;-17.6698;-0.072522;-0.0666969;1.49085;
-84.9042;62.5348;-23.0328;-0.0825012;0.0118581;1.61621;-87.2608;59.843;-5.19167;-0.0751403;-0.157735;1.64414;-83.4457;63.7669;-17.726;-0.0722525;-0.0673737;1.59024;
-85.0124;64.4255;-21.7718;-0.0663206;-0.0709324;1.69637;-87.6184;61.8941;-4.93892;-0.0791636;-0.158201;1.74094;-83.7721;65.6962;-17.7881;-0.0697319;-0.0707404;1.69002;
-85.6522;66.5022;-23.2322;-0.0824836;0.00170288;1.8297;-89.1407;65.022;-6.98917;-0.00584727;-0.153357;1.86768;-84.2092;67.6103;-18.0592;-0.072786;-0.068254;1.79044;
-86.3302;68.3138;-23.3502;-0.0734954;0.00528486;1.9281;-89.8438;66.6784;-6.62548;-0.00245068;-0.151488;1.98986;-85.0127;69.3671;-18.2269;-0.0700948;-0.0681503;1.89471;
-86.8128;70.4272;-21.9998;-0.0466896;-0.0432586;2.009;-89.8489;67.3627;-4.38449;-0.0859192;-0.184582;2.05738;-85.8392;71.1105;-18.3785;-0.071941;-0.065767;1.99428;
-87.9333;72.11;-21.9845;-0.0601022;-0.0442224;2.12846;-85.1823;78.1581;-8.1464;0.028243;-0.135979;2.03371;-86.852;72.9032;-18.3601;-0.0723892;-0.0637155;2.10433;
-88.2903;74.1985;-23.7613;-0.0645903;0.0365887;2.20293;-86.3943;79.775;-7.79489;0.0210376;-0.132569;2.13346;-88.0786;74.5198;-18.5017;-0.0750056;-0.0638714;2.19751;
-89.645;75.7847;-23.9921;-0.0608342;0.0281228;2.304;-87.5941;81.3452;-7.60262;0.0340976;-0.122199;2.24198;-89.256;76.1438;-18.6225;-0.0785728;-0.0617468;2.29542;
-91.9466;76.2701;-22.2498;-0.0663891;-0.0340341;2.41345;-88.9635;82.7382;-7.20805;-0.0114462;-0.168196;2.33978;-90.7277;77.5264;-18.7854;-0.0780221;-0.0589853;2.40436;
-93.4753;77.4035;-22.247;-0.0602088;-0.033637;2.50225;-90.5388;84.1145;-6.93429;0.015854;-0.161969;2.42834;-92.3402;78.7324;-18.8025;-0.0772279;-0.0577341;2.48978;
-95.0082;78.7225;-22.1997;-0.0588827;-0.0348562;2.48554;-92.0354;85.4158;-6.64559;0.00890758;-0.165235;2.39725;-93.8637;80.0373;-18.7785;-0.0782034;-0.0591949;2.45864;
-96.4255;80.2426;-22.3342;-0.0586681;-0.0352001;2.38304;-93.3262;86.6713;-6.58662;0.00188433;-0.193081;2.30451;-95.412;81.3267;-18.7224;-0.0752443;-0.0586613;2.3599;
-97.7544;81.7379;-22.3847;-0.0557086;-0.0352823;2.27634;-85.5973;93.2845;-8.91062;-0.0691943;-0.108857;2.08011;-96.5798;82.9197;-18.6722;-0.0758153;-0.0603627;2.25835;
-98.9811;83.3837;-21.7042;-0.116481;-0.0292396;2.22519;-86.5124;94.8864;-8.82745;-0.0665137;-0.102997;1.98155;-97.5058;84.7467;-18.4574;-0.0781041;-0.0605151;2.15668;
-100.543;84.3959;-23.4173;-0.0372602;0.00316422;2.08195;-87.0823;96.7121;-8.70695;-0.067635;-0.101316;1.87283;-98.4896;86.4559;-18.8217;-0.0778567;-0.0593863;2.04395;
-100.762;85.787;-16.9103;-0.0413841;-0.0816722;1.82497;-87.7956;98.7401;-8.53965;-0.0559582;-0.145224;1.7255;-99.2866;88.2231;-18.7438;-0.0784255;-0.0586175;1.89742;
-101.625;88.6486;-23.1102;-0.0553085;0.00670742;1.82589;-87.8948;100.717;-8.30535;-0.0518427;-0.137975;1.61559;-99.7707;90.213;-18.7286;-0.0753483;-0.0597489;1.79182;
-101.749;90.675;-23.2835;-0.0600647;0.00649074;1.72532;-87.2386;102.494;-10.2057;-0.0959827;-0.0490289;1.51427;-100.115;92.1013;-18.8335;-0.074852;-0.058213;1.69182;
-101.935;92.6541;-23.3934;-0.0608119;0.000928585;1.6143;-87.0652;104.1;-10.2622;-0.101229;-0.0588961;1.43803;-100.087;94.1151;-18.8918;-0.0798128;-0.0571513;1.5821;
-102.006;94.8166;-23.454;-0.0620104;0.0123081;1.5307;-86.5746;105.979;-10.2217;-0.0914929;-0.0597715;1.34574;-100.034;96.0818;-19.0955;-0.0773197;-0.0556026;1.48343;
-101.677;96.8175;-22.3029;-0.117012;0.018563;1.41782;-85.9676;107.912;-10.1072;-0.0997533;-0.0603714;1.24865;-99.8766;97.945;-19.2769;-0.0762298;-0.0547102;1.38709;
-101.205;98.7923;-22.5723;-0.116808;0.0236076;1.32155;-85.7889;103.436;-5.22959;-0.322229;-0.156068;1.08124;-99.3423;99.7554;-19.3454;-0.0731263;-0.0560298;1.28818;
-100.522;100.663;-22.8238;-0.112937;0.0208238;1.23917;-84.6336;105.053;-4.98337;-0.319241;-0.156435;0.982948;-98.367;101.75;-19.1449;-0.0750209;-0.058508;1.19384;
-99.5392;102.661;-22.5571;-0.0820643;-0.0123768;1.11047;-83.5441;106.359;-5.04847;-0.352936;-0.174023;0.869343;-97.5361;103.488;-19.3828;-0.0772669;-0.0567296;1.08634;
-98.6485;104.298;-22.7757;-0.0734409;0.0145686;0.969658;-82.0792;107.697;-4.79715;-0.350945;-0.178666;0.764512;-96.6912;105.021;-19.231;-0.075612;-0.0557357;0.9898;
-97.4063;105.968;-22.7828;-0.0858873;-0.0105426;0.905193;-80.3702;108.677;-4.02489;-0.335035;-0.166595;0.668002;-95.4037;106.672;-19.224;-0.0712847;-0.0560086;0.88849;
-96.1202;107.393;-22.5581;-0.0748807;-0.0111887;0.796461;-78.6031;109.698;-3.82511;-0.331913;-0.160819;0.570044;-93.9234;108.101;-19.8434;-0.0716542;-0.0509157;0.786389;
-94.6682;108.789;-22.6052;-0.0772255;-0.00228285;0.700149;-76.8432;110.59;-3.60762;-0.326762;-0.163548;0.46827;-92.6806;109.226;-19.774;-0.0715599;-0.0515298;0.691903;
-93.3002;109.892;-24.0605;-0.0743671;-0.0329636;0.651414;-75.0455;111.239;-3.33299;-0.311531;-0.159262;0.368212;-91.1094;110.311;-20.1738;-0.0720015;-0.0495362;0.59454;
-90.9468;111.294;-22.9446;-0.0617683;0.00340539;0.502516;-73.0847;111.729;-3.1131;-0.310623;-0.159474;0.255182;-89.3603;111.238;-20.3232;-0.0738421;-0.0491558;0.484545;
-89.7148;111.892;-24.1924;-0.0592503;-0.0198464;0.435505;-71.0851;111.997;-2.89927;-0.312439;-0.157631;0.162117;-87.5308;111.971;-20.4634;-0.0778702;-0.0498671;0.386918;
-87.6745;112.574;-24.1738;-0.0441875;-0.0189354;0.342892;-69.2426;111.877;-2.99834;-0.312118;-0.173276;0.0708859;-85.7389;112.563;-20.7589;-0.0783645;-0.0469199;0.298829;
-85.7654;112.981;-24.1216;-0.0809244;-0.0351561;0.27264;-66.8904;111.945;-2.40613;-0.303223;-0.151572;-0.030753;-83.5157;113.104;-20.4409;-0.0766344;-0.0485208;0.187637;
-83.1635;113.156;-19.7675;-0.0571695;-0.0890926;0.116237;-64.2603;111.619;-2.1298;-0.298545;-0.168947;-0.129403;-80.941;113.361;-20.2543;-0.0753143;-0.0508283;0.0904832;
-80.2314;113.303;-19.6105;-0.0615027;-0.0960588;0.00712435;-61.4099;110.753;-1.71639;-0.291908;-0.152387;-0.241767;-78.0002;113.345;-20.1199;-0.0740007;-0.0518789;-0.0097117;
-77.221;113.076;-19.9877;-0.0597538;-0.0548757;-0.0648061;-58.5313;109.652;-1.33168;-0.299257;-0.153013;-0.341952;-75.0425;113.002;-19.8095;-0.0703758;-0.0548445;-0.108503;
-73.827;113.044;-24.0301;-0.0991019;-0.049692;-0.159877;-55.6981;108.21;-0.786192;-0.285406;-0.15163;-0.449751;-71.917;112.454;-19.7176;-0.0683368;-0.0568839;-0.208448;
-70.8668;112.231;-23.7595;-0.0752149;-0.0380205;-0.249464;-53.086;106.627;-0.416973;-0.277608;-0.15124;-0.552045;-69.0123;111.559;-19.6786;-0.0670862;-0.0548444;-0.307763;
-67.9784;111.277;-23.6973;-0.0874051;-0.0378844;-0.293127;-50.6295;104.861;-0.12103;-0.266208;-0.155023;-0.606201;-66.0609;110.509;-19.2134;-0.0647372;-0.0586964;-0.352554;
-64.8916;110.185;-24.1528;-0.0624078;-0.0368126;-0.302223;-48.0412;103.096;0.209169;-0.256155;-0.148517;-0.609414;-62.9543;109.38;-19.3044;-0.0646105;-0.057656;-0.358185;
-61.8697;109.164;-23.8474;-0.107365;-0.0738579;-0.315963;-50.3714;106.547;-27.094;-0.18918;-0.0708921;-0.507415;-60.1873;108.321;-19.1918;-0.0657391;-0.0583503;-0.355558;
-59.465;107.463;-18.9232;-0.0756175;-0.0685875;-0.333043;-47.8889;104.938;-26.9205;-0.192852;-0.0594224;-0.515439;-57.5631;107.084;-18.9279;-0.0638414;-0.0607323;-0.354673;
-56.1787;106.536;-19.2428;-0.116261;-0.0442226;-0.340655;-44.9094;103.637;-27.006;-0.192139;-0.0750794;-0.511946;-54.7376;105.991;-18.8991;-0.0588361;-0.059218;-0.352792;
-53.2469;105.5;-19.1462;-0.119409;-0.0423671;-0.345633;-42.3137;101.968;-26.8339;-0.189328;-0.0724963;-0.506724;-51.7581;104.948;-19.2413;-0.0611085;-0.0571227;-0.354216;
-50.545;104.419;-18.4611;-0.0619284;-0.0801925;-0.327249;-40.064;100.967;-28.2288;-0.146584;-0.0495478;-0.507248;-49.0062;103.923;-19.0133;-0.0587161;-0.0577882;-0.351162;
-47.6562;103.112;-18.8069;-0.0628637;-0.0786615;-0.34439;-43.8412;102.498;3.70964;0.0866421;-0.165427;-0.394068;-46.0349;102.867;-19.1849;-0.0596774;-0.0571838;-0.352586;
-44.854;102.064;-18.6475;-0.0900114;-0.0795373;-0.344152;-40.8259;101.321;4.0605;0.115189;-0.149197;-0.400168;-43.1758;101.731;-19.0857;-0.0603603;-0.0581734;-0.352817;
-41.83;101.141;-18.6167;-0.0830949;-0.0659508;-0.34619;-38.4827;100.014;5.10079;0.12008;-0.195115;-0.386252;-40.4192;100.706;-19.2757;-0.0626503;-0.0559139;-0.348939;
-38.9109;100.058;-18.5236;-0.0903765;-0.069057;-0.352494;-35.5793;98.8728;5.46857;0.126608;-0.184476;-0.377708;-37.6663;99.5582;-19.105;-0.0625595;-0.0561346;-0.348889;
-35.2696;98.58;-18.3932;-0.0478361;-0.0567926;-0.323584;-32.6575;97.7802;5.94734;0.142411;-0.182247;-0.365304;-34.7461;98.5122;-19.0051;-0.0611416;-0.0555616;-0.348139;
-32.3361;97.6403;-18.2538;-0.0544318;-0.0675479;-0.327473;-29.844;96.5767;6.26594;0.134199;-0.178181;-0.37612;-31.791;97.6864;-18.909;-0.0659224;-0.0564101;-0.347887;
-30.0096;96.5964;-18.46;-0.0343369;-0.0546884;-0.308238;-27.0125;95.4487;6.78191;0.132571;-0.173161;-0.3745;-28.8472;96.6306;-18.5322;-0.0654797;-0.0560574;-0.348016;
-27.2289;95.5866;-18.481;-0.0304749;-0.0796131;-0.336635;-24.0609;94.3849;7.20416;0.129931;-0.176385;-0.37403;-26.0696;95.6952;-18.5398;-0.0620544;-0.0563375;-0.346086;
-23.8632;94.883;-31.3431;-0.111949;0.0766129;-0.316309;-21.1873;93.232;7.70298;0.138791;-0.173009;-0.379143;-23.2582;94.7507;-18.6256;-0.060269;-0.0560767;-0.345096;
-20.8923;93.8366;-31.9483;-0.0965974;0.0743219;-0.305082;-18.1641;92.029;6.98813;0.106284;-0.169737;-0.39118;-20.3688;93.628;-18.2856;-0.0613273;-0.0583701;-0.345896;
-17.5527;91.8432;-17.3091;0.0128259;-0.0282087;-0.418667;-15.4581;90.5183;8.11346;0.072283;-0.178414;-0.417052;-17.588;92.5276;-18.0898;-0.0608112;-0.0577391;-0.382077;
-15.5435;90.9011;-17.6714;0.00148318;-0.0863049;-0.461032;-12.7841;88.8107;8.16586;0.0815283;-0.153027;-0.516188;-14.8117;91.1371;-18.0518;-0.0606975;-0.0563756;-0.47246;
-12.3617;88.9132;-17.4354;0.0123821;-0.0213927;-0.59111;-10.3355;87.0544;8.5647;0.076665;-0.155449;-0.622376;-12.1359;89.3812;-18.1182;-0.0633069;-0.0557238;-0.574025;
-10.4443;88.1148;-34.2872;-0.125691;0.108899;-0.680613;-8.00042;84.9553;8.90687;0.065054;-0.157197;-0.728504;-9.68343;87.2979;-18.1731;-0.0579811;-0.0572425;-0.685695;
-7.7672;85.1906;-17.3922;-0.031206;-0.0488589;-0.79809;-6.02986;82.4739;9.7074;0.0751093;-0.166105;-0.839572;-7.5689;85.0378;-18.1434;-0.0577671;-0.056863;-0.786523;
-5.78317;82.6948;-17.3966;-0.0352608;-0.0358293;-0.906896;-4.22101;80.1897;10.1499;0.0756487;-0.169304;-0.940827;-5.58665;82.7893;-18.0473;-0.0557106;-0.0580067;-0.885387;
-3.80936;81.2672;-23.9388;-0.0967665;0.0122627;-0.932999;-2.69479;77.4739;10.7855;0.0730187;-0.178182;-1.03882;-3.8224;80.2242;-18.2171;-0.0543478;-0.0541855;-0.985713;
-2.22031;78.6165;-24.1758;-0.0738057;0.00619928;-1.03341;-1.30502;74.6878;10.7828;0.0693994;-0.173352;-1.13914;-2.44676;77.3784;-18.0185;-0.0550746;-0.0551903;-1.0863;
-0.950219;75.8439;-24.3328;-0.0707891;0.00959676;-1.14038;-1.4714;70.3411;6.16843;0.0621033;-0.165478;-1.18964;-1.32911;74.4728;-17.9189;-0.046951;-0.0569523;-1.18625;
0.0301613;72.9695;-24.1664;-0.0807965;0.00375702;-1.24158;-0.75278;67.4133;6.44104;0.0619519;-0.154824;-1.28744;-0.421838;71.5772;-18.2544;-0.0477098;-0.0551179;-1.28519;
1.33687;68.3083;-16.7933;-0.142604;-0.0834726;-1.43496;-0.264186;64.4009;6.83275;0.055748;-0.146729;-1.39112;0.23516;68.4404;-18.3181;-0.0465899;-0.0535662;-1.38667;
1.38715;65.1232;-16.7218;-0.129352;-0.0881737;-1.54466;-0.0323179;61.3056;7.28058;0.0591903;-0.145776;-1.50705;0.484295;65.4338;-18.4996;-0.0426001;-0.0513967;-1.49529;
1.26585;62.0706;-16.5829;-0.123506;-0.0918025;-1.65478;-0.103215;58.3041;7.75258;0.0604549;-0.162457;-1.60018;0.528058;62.4116;-18.3718;-0.0403873;-0.0524628;-1.59365;
0.860213;59.0719;-16.3392;-0.124799;-0.0956491;-1.73414;-0.523069;55.3057;8.10927;0.0585886;-0.160674;-1.70784;0.239914;59.2162;-18.3254;-0.0389214;-0.0531897;-1.69315;
0.805283;55.6007;-16.4721;0.131533;-0.0827776;-1.80633;-1.14074;52.4081;8.2892;0.0575212;-0.15199;-1.78666;-0.442344;56.1803;-18.0591;-0.0419466;-0.0559307;-1.79205;
-0.141918;52.8266;-16.299;0.133932;-0.0791378;-1.89884;-2.14774;49.5959;8.67594;0.0564031;-0.162784;-1.90929;-1.43954;53.2757;-17.9538;-0.0384824;-0.055339;-1.89274;
-1.35491;49.7979;-16.4447;0.144305;-0.0590851;-2.00829;-4.13485;46.3839;9.18029;0.0723978;-0.162659;-2.02655;-2.62452;50.5436;-18.0334;-0.0387403;-0.0531512;-1.99189;
-2.9685;47.1204;-16.2415;0.134826;-0.0504253;-2.11156;-5.72513;43.813;9.50095;0.0722011;-0.157119;-2.14108;-4.11973;47.9377;-17.8153;-0.0408764;-0.0524921;-2.09164;
-4.69704;44.5225;-16.2482;0.139494;-0.051565;-2.21156;-4.76127;41.2684;6.34065;-0.142107;-0.201484;-2.23721;-5.96462;45.35;-17.7369;-0.0403131;-0.0539292;-2.1904;
-6.60948;42.1888;-16.0724;0.12338;-0.0369477;-2.30701;-6.92859;39.0034;6.61071;-0.146942;-0.176626;-2.34722;-7.97285;43.0426;-17.7052;-0.043833;-0.0530236;-2.29165;
-8.83182;40.1863;-16.1536;0.118658;-0.0774566;-2.39419;-17.5379;35.4958;-1.86681;-0.0657284;-0.0902129;-2.49685;-10.1903;40.8569;-17.5347;-0.0409933;-0.0554233;-2.39355;
-11.2235;38.237;-15.9907;0.114733;-0.0708892;-2.48123;-20.1924;33.9789;-1.66224;-0.0576045;-0.0978993;-2.60947;-12.59;39.0874;-17.3333;-0.0440614;-0.0558137;-2.49331;
