#distMelhor;distMedia;
29.5103;30.5018;
29.4345;29.0123;
29.5826;29.3527;
29.6694;29.8578;
29.7017;29.5946;
29.5716;28.8584;
29.5997;27.9758;
29.6056;28.7216;
29.6213;28.6017;
29.7227;28.6681;
29.6525;28.4879;
30.0258;28.4442;
29.448;28.3656;
29.8823;27.8398;
29.8651;27.1977;
29.8184;27.8686;
29.6911;27.4763;
29.6781;28.178;
29.7033;27.8985;
29.9676;27.9656;
29.4665;28.4197;
29.4221;28.972;
29.4447;29.0161;
29.7704;28.9763;
29.7159;29.2344;
29.3522;28.9809;
29.7601;28.274;
29.776;27.7542;
30.3231;27.1199;
30.2706;27.8595;
30.2187;27.231;
30.0848;27.3308;
30.0138;27.866;
30.0984;28.4581;
29.888;28.7341;
29.9247;28.8383;
29.7479;29.5361;
29.9958;29.985;
30.1574;30.0008;
29.6437;30.572;
29.8183;30.6606;
29.72;31.2092;
29.711;31.661;
29.6588;31.4459;
29.5279;31.03;
40.6405;30.4706;
40.7172;30.4564;
40.5793;29.9958;
41.0556;30.1851;
40.6554;30.516;
40.5595;30.2283;
40.6562;30.9836;
40.5309;31.076;
40.5116;30.9928;
40.5788;31.2732;
40.702;31.6942;
40.7596;31.757;
40.5977;32.1033;
40.6056;31.8543;
40.7479;31.6715;
40.8819;31.5651;
40.6709;31.7314;
40.6569;32.0208;
40.5668;32.0614;
40.6548;32.3776;
40.681;32.5311;
40.6541;32.7334;
40.7327;32.568;
40.8812;32.8095;
40.9655;33.1;
41.0017;33.0896;
41.1414;32.7479;
40.9784;32.297;
41.0587;32.378;
41.0303;32.1651;
41.3101;32.0536;
41.3777;32.3592;
41.4303;32.661;
41.5247;32.5185;
41.534;31.9488;
40.8772;32.3502;
40.9998;32.9299;
40.9898;32.6664;
40.9361;32.5083;
40.0719;32.6661;
40.1523;32.2779;
39.9515;32.4299;
39.7224;32.5785;
39.7824;32.3838;
39.7265;32.2014;
39.6832;32.3925;
34.7613;32.8044;
34.6123;33.0365;
34.2818;33.0199;
34.1424;33.3239;
33.949;34.2197;
33.8341;35.0122;
33.7803;35.0056;
32.9949;35.2343;
32.8864;35.218;
32.7034;35.727;
32.3801;35.927;
32.1399;35.9623;
31.9885;36.0758;
32.0276;36.1062;
33.2844;36.3472;
